BDNF_N,pCAMKII_N,pELK_N,pJNK_N,pNR2A_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,JNK_N,APP_N,Bcatenin_N,MTOR_N,DSCR1_N,AMPKA_N,pNUMB_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,SYP_N,H3AcK18_N,MouseID,Genotype_Control,Treatment_Memantine,Behavior_C/S,class
2.3026579920992747,-0.8990108290206896,1.2296516783920772,-0.157525476264561,-0.6481261916532743,-0.034490039378903,1.439544452293425,0.4696272678537249,0.1336940988422353,-0.0517269817379093,0.7155597860300921,0.8182319327195734,2.047703355924757,0.0937551166159605,-0.0989722958532864,1.3494003550811469,0.62340572228557,-0.6654352251725973,0.0482913078227658,-0.5907909752661593,1.731647922661698,-0.4557804913886709,0.082035147317388,0.4295654269453071,-0.2282267998587548,-0.2645505357738446,0.517386125378103,-1.071556412956412,-0.7847842898408369,-0.1887085708486929,-1.443101947311559,-0.4376089544607449,0.1778660059605927,0.7649984757196892,-1.1964507433206273,-1.4682351995968068,0.2331960678323305,-0.8898730766786448,-0.1826903218268872,-1.3766190851733875,-1.2734707616166332,-0.2859441527909684,-1.0650869751854517,309_1,1,1,1,0
1.9217335859333575,-0.9621197359906756,0.7025916379483279,-0.3061175024332705,-0.7455500526034148,0.0233538076482557,1.2383054476117012,0.3407166836775637,-0.1321543368811366,-0.2591134704597938,0.4345363954728247,0.4369419686970692,1.780662814218637,-0.4595919002708659,-0.4607778565449039,0.8941440640776267,0.1911591081380959,-0.7860179909420953,0.0460269526384267,-0.5618025583580121,1.8522521957453812,-0.4620616732938521,0.0627799294085856,0.334421736108741,-0.217924817293872,-0.3082260977352649,0.2799039691763869,-1.0513703194737656,-0.4116535877217529,-0.1220852128855704,-1.2812777620268914,-0.1956078069837638,0.4659181962154835,0.7322368083330049,-0.8698078092691467,-1.1288823837135051,0.5152001555941055,-0.9310491329329448,0.0070831205232951,-0.9491688056845022,-1.4838538297405517,-0.0640210972065716,-1.1225064438551324,309_2,1,1,1,0
2.05705856206904,-0.9689364173978112,0.5830314969332824,-0.4637172791366287,-0.6654651536865641,0.3817676918310824,1.0727154701427013,0.3365293549275729,0.1036212178665223,-0.2502479398201114,0.5586607617399975,0.3082436291258184,1.832008436856619,-0.436733815089383,-0.4775799037179217,0.6224563030288248,0.1197124336136416,-0.9204891514815658,0.1272442273682426,-0.5111043904901482,2.175887098226385,-0.3151824682505083,0.2980259372271002,0.2567807023546699,-0.1074542107266915,-0.7314157163810295,0.6105954857177862,-0.931012248682085,-0.7615817616549403,-0.2071700211679186,-1.3118213256316689,-0.2346009552788465,0.6596131028630994,0.7508433484315337,-0.2050670545349645,-1.2058400957563788,0.4814571604175131,-0.882030685844538,-0.0203611576665612,-1.1977903215622778,-1.419502616419684,-0.1529677341774931,-1.1243584777829467,309_3,1,1,1,0
0.8218200226798207,-1.0702855086168097,0.6981902747966887,-0.3531932495223797,-1.1073304343436157,0.5414910443862404,0.3671407356546958,0.2215146990251494,0.0022985193534418,-0.0318479925135564,0.5561767893391607,0.0995439774769869,0.8077307961383343,-0.370187785993447,-0.4418416621489383,0.3252955029361689,0.1669254201765771,0.0439826848858802,-0.6710303134393938,-1.07986354253107,1.2704676592631938,-0.1629171297513532,0.1326223779387743,0.0219179543103488,-0.3094878027612106,0.0499412634527661,0.3216946400950547,-1.2911433782954027,-1.079773402360084,-0.7108496734557884,-1.4783859163631363,-0.2609740161559243,0.3761288013922404,0.8703777418974012,-1.195971963346178,-1.348377177779461,-0.2559321515579562,-1.1209916799951416,-0.1642607564775471,-1.2559831714301222,-0.916509957226989,-0.828538262183168,-0.7458347743412513,309_4,1,1,1,0
0.825460493128246,-1.0844296012144865,0.3883615569523121,-0.5511798514567435,-1.1735029834255524,0.6332334154113571,0.0420593623405113,0.0749313986636538,-0.1493091289784278,-0.2135820148538907,0.274147028591185,-0.1007355571740698,0.7070319648773812,-0.6937951046395837,-0.5544387456550884,-0.1102389390567845,-0.0816394576176541,0.0094038545069128,-0.726346707592525,-1.033148530898047,1.3551091590753592,-0.1050936383092044,0.1460854555479133,0.0458306350637659,-0.2712878836243284,-0.1934618965457847,0.4824280324476956,-1.1785872315443735,-0.9894251291822151,-0.552324852432651,-1.235629803842864,-0.3753786527741057,0.9672199514639372,0.6791008218759699,-0.5697007512865196,-1.3258553488738087,-0.0490025202156502,-0.9129923262701728,0.3220242792989823,-0.7567327930120472,-1.0161395265626978,-0.1778396326950123,-0.9895103560241252,309_5,1,1,1,0
1.0031612324186343,-1.0788076267006546,0.1775094599983817,-0.4931527028269589,-1.1018798196949378,0.8325734548464809,-0.0833074826854102,0.0901007595998708,-0.1124758049129857,-0.0208352036052796,0.2784644464525974,-0.2252769494190995,0.731426835078041,-0.7612711185122825,-0.5218880626395098,-0.2206474994820471,-0.152304643667487,-0.0644765059653574,-0.651175218503184,-0.96448377234738,1.4138419396235369,-0.1244548710189785,-0.1183706691703671,-0.1969187626907624,-0.1843346431932837,-0.6462816105741112,0.2385003891177936,-1.0595244750068795,-1.1540574338061482,-0.2627151531990725,-1.3482605105587673,-0.4415287566053072,0.4307786416300367,0.4778345266891841,-0.6027287770836522,-1.570854996209439,-0.160514349926283,-0.9353398955930888,-0.0528158487247295,-1.3167566101307706,-0.9590099126745508,-0.0908095946743428,-1.0267896250081836,309_6,1,1,1,0
0.4923818383218428,-1.1784807626948754,0.7559922884349369,-0.2938902860047017,-1.295072136592113,0.8578963871927325,-0.2972626207819971,0.3052055325585,-0.0659462191356684,0.228050185833601,0.6179752518085417,0.0156755511954709,0.3199909264077977,-0.3962911125903771,-0.3071138666289313,0.0257852248121068,0.0613776531010333,0.496577070126775,-1.2427992132541632,-1.4236475014472156,0.8804738143715691,0.1164044471572673,0.006673736330756,-0.4617780517311105,-0.4035431486258964,-0.6811766753382027,0.1157342926648264,-1.6674815884741194,-0.9346928661037468,-1.1957015007793426,-1.6071871337264094,-0.4818502096729248,0.07666651044093,0.8595410449127128,-1.388808543227435,-1.7886851622969788,-0.8569773110229782,-1.5040063897092495,-0.5391509153513527,-1.644573352354613,-0.5984579553674775,-0.6047711512988206,-0.6063795991472278,309_7,1,1,1,0
0.1817991777394692,-1.1819058287875688,0.116818498290665,-0.6311495323933481,-1.3321040974742264,0.731301477677963,-0.444391082668673,0.0197899584065943,-0.0422650521220545,-0.3317166730827242,0.2712493429013237,-0.4840102140908213,0.3023659487796657,-0.7176359170280562,-0.6889552789869632,-0.455991606569363,-0.2980743164852125,0.3286879053770967,-1.16226230732878,-1.5440410587289473,0.7474610434221888,0.1543507211530483,-0.1037559553485748,-0.1137568478066491,-0.3677106242146726,-0.4703739017490602,0.1855683347279938,-1.5507332045890156,-1.1129226718140557,-0.9166480268200924,-1.543073213739337,-0.3626608970965371,0.7175754436584875,0.3856411737583668,-0.9448262140352944,-1.6734132046797234,-0.6620699857282719,-1.0720008709599909,-0.0497417261742256,-1.276360132264002,-0.6264263630259743,-0.96889575969335,-0.8894946383509994,309_8,1,1,1,0
-0.0248025650630638,-1.2951935398124248,-0.4380374903164979,-0.9564754167318076,-1.437195283365308,0.3307389503019409,-0.6678394610664127,-0.2566714283198167,-0.6723659255713598,-0.3887564781285388,-0.3735869477545899,-0.8864332290860641,-0.0251805859525944,-1.1727312532376162,-1.1450687284788732,-0.7363611465717519,-0.7265131279992677,0.2014114376501125,-1.0820552632849811,-1.3728952277712474,0.3579894792434321,0.1707298095354462,0.074753101918832,-0.2420607312441342,-0.3170415248406214,-0.733344346273518,-0.0555439006555835,-1.1531726073156163,-1.2757837126172833,-0.8492884693291614,-1.4649455969552925,-0.3136211542530817,0.344833358081857,0.3020848530537179,-0.8845499335489568,-1.855602696035992,-0.5874669869577381,-1.114964707900712,-0.1759857915243577,-1.4681594065381691,-0.6765942438407159,-0.1543426003171296,-0.8527685721831963,309_9,1,1,1,0
0.9012100329162136,-1.40630155314281,0.0817907561533156,0.2019699338391447,-1.5166015473370604,0.7868631053893508,-0.913035764276706,-0.185010179606097,0.5794851200571189,0.7141153758770244,0.4981696447612906,-0.4016231405011502,-0.5242571442931815,-0.3023192254309941,-0.3688850019136425,-0.1704672054406205,0.0339349481831663,0.7727976255449975,-1.4370054930855518,-1.8049878693308723,0.8013108791157557,0.3806534737776934,0.2962301884473178,-0.7561102247272391,-0.4224091302505089,0.0563216958708868,-0.4678697125302246,-1.986419079726601,-2.183728673258748,-1.2456253838934446,-1.5786476567132022,0.4899804603123031,0.0659212247033454,1.011100694476088,-1.4456371989504913,-1.5592956885516591,-1.0635037566040784,-1.675619895484586,-0.4843936926314433,-1.3517637531397018,0.8771405160971112,-0.4745213717493651,-0.4244207500793356,309_10,1,1,1,0
